crawl_run_id,serp_observation_id,course_id,university_id,query_template_id,query_type,query_string,organic_rank,absolute_rank,result_title,result_url,result_domain,snippet,is_official_university_domain,matches_target_course,match_type,evidence_capture_path,notes
CR037,[auto_on_import],C007,UNI04,SQ01,known_institution,"""Scienze Umanistiche per la Comunicazione"" ""Università degli Studi di Firenze""",1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,www.unifi.it,"SCIENZE UMANISTICHE PER LA COMUNICAZIONE. Sito del corso · Home · Studia con noi ... Università degli Studi di Firenze. P.zza S.Marco, 4 - 50121 Firenze",true,true,official_equivalent,artifacts/runs/SERP_B002/serp/SERP_B002_r001_top10.png,"partial_long_layer_primary_match_only; AI overview visible below result; primi tre risultati ufficiali equivalenti visibili"
CR037,[auto_on_import],C007,UNI04,SQ02,user_like_institutional,Scienze Umanistiche per la Comunicazione UniFi,1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,www.unifi.it,"SCIENZE UMANISTICHE PER LA COMUNICAZIONE ; Tipologia di accesso. Libero ; Durata. 3 anni ; Crediti. 180 ; Sede. FIRENZE ; Struttura. Lettere e Filosofia.",true,true,official_equivalent,artifacts/runs/SERP_B002/serp/SERP_B002_r002_top10.png,"partial_long_layer_primary_match_only; people also ask visible below second equivalent result"
CR037,[auto_on_import],C007,UNI04,SQ03,information_seeking,Scienze Umanistiche per la Comunicazione triennale Firenze,1,1,[B316] SCIENZE UMANISTICHE PER LA COMUNICAZIONE,https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-triennali-e-a-ciclo-unico/scienze-umanistiche-la,www.unifi.it,"SCIENZE UMANISTICHE PER LA COMUNICAZIONE ; Tipologia di accesso. Libero ; Durata. 3 anni ; Crediti. 180 ; Sede. FIRENZE ; Struttura. Lettere e Filosofia.",true,true,official_equivalent,artifacts/runs/SERP_B002/serp/SERP_B002_r003_top10.png,"partial_long_layer_primary_match_only; sponsored block visible above organic result; AI overview visible below result"
CR037,[auto_on_import],C008,UNI04,SQ01,known_institution,"""Pratiche, linguaggi e culture della comunicazione"" ""Università degli Studi di Firenze""",1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,www.unifi.it,"PRATICHE, LINGUAGGI E CULTURE DELLA COMUNICAZIONE. Sito del corso · Home · Studia con ... Università degli Studi di Firenze. P.zza S.Marco, 4 - 50121 Firenze",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r004_top10.png,"partial_long_layer_primary_match_only; secondo risultato ufficiale equivalente visibile"
CR037,[auto_on_import],C008,UNI04,SQ02,user_like_institutional,"Pratiche, linguaggi e culture della comunicazione UniFi",1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,www.unifi.it,"PRATICHE, LINGUAGGI E CULTURE DELLA COMUNICAZIONE ; Tipologia di accesso. Libero ; Durata. 2 anni ; Crediti. 120 ; Sede. FIRENZE ; Struttura. Lettere e Filosofia.",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r005_top10.png,"partial_long_layer_primary_match_only; risultati ufficiali equivalenti e Instagram del corso visibili"
CR037,[auto_on_import],C008,UNI04,SQ03,information_seeking,"Pratiche, linguaggi e culture della comunicazione magistrale Firenze",1,1,"Pratiche, linguaggi e culture della comunicazione",https://www.unifi.it/it/studia-con-noi/corsi-di-laurea/corsi-di-laurea-magistrali/pratiche-linguaggi-e-culture-della,www.unifi.it,"PRATICHE, LINGUAGGI E CULTURE DELLA COMUNICAZIONE ; Tipologia di accesso. Libero ; Durata. 2 anni ; Crediti. 120 ; Sede. FIRENZE ; Struttura. Lettere e Filosofia.",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r006_top10.png,"partial_long_layer_primary_match_only; risultati ufficiali equivalenti e Instagram del corso visibili"
CR037,[auto_on_import],C009,UNI05,SQ01,known_institution,"""Scienze della comunicazione"" ""Università degli Studi di Siena""",1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,scienze-comunicazione.unisi.it,"SCIENZE DELLA COMUNICAZIONE - Dipartimento di Scienze Sociali, Politiche e ... Università degli ...",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r007_top10.png,"partial_long_layer_primary_match_only; AI overview and sponsored block visible above organic result; result snippet only partially visible in screenshot"
CR037,[auto_on_import],C009,UNI05,SQ02,user_like_institutional,Scienze della comunicazione UniSi,1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,scienze-comunicazione.unisi.it,"Il corso coltiva questa conoscenza attraverso la formazione allo spirito critico e alla ricerca, coniugandolo con le pratiche e le tecniche comunicative (...",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r008_top10.png,"partial_long_layer_primary_match_only; sitelinks visible below primary result"
CR037,[auto_on_import],C009,UNI05,SQ03,information_seeking,Scienze della comunicazione triennale Siena,1,1,SCIENZE DELLA COMUNICAZIONE | - Unisi,https://scienze-comunicazione.unisi.it/it,scienze-comunicazione.unisi.it,"Il corso coltiva questa conoscenza attraverso la formazione allo spirito critico e alla ricerca, coniugandolo con le pratiche e le tecniche comunicative (...",true,true,canonical_exact,artifacts/runs/SERP_B002/serp/SERP_B002_r009_top10.png,"partial_long_layer_primary_match_only; AI overview visible above result"
CR037,[auto_on_import],C010,UNI05,SQ01,known_institution,"""Strategie e tecniche della comunicazione"" ""Università degli Studi di Siena""",1,1,STRATEGIE E TECNICHE DELLA COMUNICAZIONE | - Unisi,https://comunicazione-tecniche-strategie.unisi.it/it,comunicazione-tecniche-strategie.unisi.it,"STRATEGIE E TECNICHE DELLA COMUNICAZIONE · Dipartimento di Scienze Sociali ... Università degli Studi di Siena. Rettorato, via Banchi di Sotto 55, 53100 ...",true,true,official_equivalent,artifacts/runs/SERP_B002/serp/SERP_B002_r010_top10.png,"partial_long_layer_primary_match_only; sitelinks and AI overview visible below result"
