crawl_run_id,serp_observation_id,course_id,university_id,query_template_id,query_type,query_string,organic_rank,absolute_rank,result_title,result_url,result_domain,snippet,is_official_university_domain,matches_target_course,match_type,evidence_capture_path,notes
CR042,[auto_on_import],C033,UNI17,SQ01,known_institution,"""Comunicazione e DAMS"" ""Università della Calabria""",1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,corsi.unical.it,Sito istituzionale dell'Università della Calabria.,true,true,canonical_normalized,artifacts/runs/SERP_B007/serp/SERP_B007_r001_top10.png,partial_long_layer_primary_match_only; AI overview visible below result
CR042,[auto_on_import],C033,UNI17,SQ02,user_like_institutional,Comunicazione e DAMS UniCal,1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,corsi.unical.it,Sito istituzionale dell'Università della Calabria.,true,true,canonical_normalized,artifacts/runs/SERP_B007/serp/SERP_B007_r002_top10.png,partial_long_layer_primary_match_only; older official-looking course-year result visible below target but not transcribed as separate row
CR042,[auto_on_import],C033,UNI17,SQ03,information_seeking,Comunicazione e DAMS triennale Rende,1,1,COMUNICAZIONE E DAMS - Corsi di Laurea,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/,corsi.unical.it,COMUNICAZIONE E DAMS · Il corso in sintesi. Il corso in ... 87036 Rende CS Posta certificata C.F. 80003950781 / P.I. 00419160783 ...,true,true,canonical_normalized,artifacts/runs/SERP_B007/serp/SERP_B007_r003_top10.png,partial_long_layer_primary_match_only; AI overview visible above result; people_also_ask observed
CR042,[auto_on_import],C034,UNI17,SQ01,known_institution,"""Linguaggi della comunicazione e dello spettacolo"" ""Università della Calabria""",1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,corsi.unical.it,Slide Linguaggi della comunicazione e dello spettacolo 2025/26 ... Università della Calabria. Via Pietro Bucci 87036 Rende CS Posta certificata,true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r004_top10.png,partial_long_layer_primary_match_only; AI overview visible below result; people_also_ask observed
CR042,[auto_on_import],C034,UNI17,SQ02,user_like_institutional,Linguaggi della comunicazione e dello spettacolo UniCal,1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,corsi.unical.it,Notizie · Presentazione Corso di Studi in Linguaggi della comunicazione e dello spettacolo - a.a. 2025/26 · Seminario on line “Orientarsi al lavoro: dal ...,true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r005_top10.png,partial_long_layer_primary_match_only; official brochure result visible below target but not transcribed as separate row
CR042,[auto_on_import],C034,UNI17,SQ03,information_seeking,Linguaggi della comunicazione e dello spettacolo magistrale Rende,1,1,LINGUAGGI DELLA COMUNICAZIONE E DELLO SPETTACOLO,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,corsi.unical.it,Notizie · Presentazione Corso di Studi in Linguaggi della comunicazione e dello spettacolo - a.a. 2025/26 · Seminario on line “Orientarsi al lavoro: dal ...,true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r006_top10.png,partial_long_layer_primary_match_only; AI overview visible above result; people_also_ask observed
CR042,[auto_on_import],C036,UNI18,SQ01,known_institution,"""Digital Society, Social Innovation and Global Citizenship"" ""Università degli Studi di Napoli Federico II""",1,1,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,www.corsi.unina.it,"Il CdS LM in Digital Society, Social Innovation and Global Citizenship è ... Università degli Studi di Napoli Federico II (IT), dalla Leopold-Franzens ...",true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r007_top10.png,partial_long_layer_primary_match_only; additional official department and third-party results visible below
CR042,[auto_on_import],C036,UNI18,SQ02,user_like_institutional,"Digital Society, Social Innovation and Global Citizenship Unina",3,3,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,www.corsi.unina.it,"Il CdS LM in Digital Society, Social Innovation and Global Citizenship è un Corso internazionale con titolo congiunto in lingua inglese rilasciato ...",true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r008_top10.png,partial_long_layer_primary_match_only; target at organic rank 3; first two results are related official university/department pages; people_also_ask observed
CR042,[auto_on_import],C036,UNI18,SQ03,information_seeking,"Digital Society, Social Innovation and Global Citizenship magistrale Napoli",1,1,"DA2 DIGITAL SOCIETY, SOCIAL INNOVATION AND GLOBAL ...",https://www.corsi.unina.it/DA2,www.corsi.unina.it,"Il CdS LM in Digital Society, Social Innovation and Global Citizenship intende formare Innovatori Socio-Digitali, ossia laureate e laureati altamente ...",true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r009_top10.png,"partial_long_layer_primary_match_only; official department, AlmaLaurea and Facebook results visible below"
CR042,[auto_on_import],C037,UNI19,SQ01,known_institution,"""Scienze della Comunicazione"" ""Università degli Studi di Bergamo""",2,8,scienze della comunicazione - Bergamo,https://www.unibg.it/studiare/corsi/offertaformativa/scienze-comunicazione,www.unibg.it,SCIENZE DELLA COMUNICAZIONE. Breadcrumb. Home · Studiare · I corsi; Offertaformativa ...,true,true,canonical_exact,artifacts/runs/SERP_B007/serp/SERP_B007_r010_top10.png,partial_long_layer_primary_match_only; target at organic rank 2; first result is official equivalent with sitelinks
