crawl_run_id,serp_observation_id,course_id,university_id,query_template_id,query_type,query_string,organic_rank,absolute_rank,result_title,result_url,result_domain,snippet,is_official_university_domain,matches_target_course,match_type,evidence_capture_path,notes
CR040,[auto_on_import],C023,UNI12,SQ01,known_institution,"""Scienze della comunicazione"" ""Università degli Studi Roma Tre""",1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,www.uniroma3.it,"Il Corso di Laurea triennale in Scienze della Comunicazione propone un ... Copyright 2026 Università degli studi Roma Tre | C.F./P.I. n. 04400441004 ...",true,true,canonical_exact,artifacts/runs/SERP_B005/serp/SERP_B005_r001_top10.png,"partial_long_layer_primary_match_only; AI overview visible below result"
CR040,[auto_on_import],C023,UNI12,SQ02,user_like_institutional,Scienze della comunicazione Roma Tre,1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,www.uniroma3.it,Il corso ha durata triennale ed è articolato in n. 180 CFU. L'accesso al corso è disciplinato da una prova di verifica della preparazione iniziale che si svolge ...,true,true,canonical_exact,artifacts/runs/SERP_B005/serp/SERP_B005_r002_top10.png,"partial_long_layer_primary_match_only; additional official Roma Tre department result and people also ask visible below"
CR040,[auto_on_import],C023,UNI12,SQ03,information_seeking,Scienze della comunicazione triennale Roma,1,1,Scienze della Comunicazione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/l/2025-2026/scienze-della-comunicazione-0580706202000001/,www.uniroma3.it,Il corso ha durata triennale ed è articolato in n. 180 CFU. L'accesso al corso è disciplinato da una prova ...,true,true,canonical_exact,artifacts/runs/SERP_B005/serp/SERP_B005_r003_top10.png,"partial_long_layer_primary_match_only; sponsored block and AI overview visible above result; result snippet partially visible at bottom of screenshot"
CR040,[auto_on_import],C024,UNI12,SQ01,known_institution,"""Scienze cognitive della comunicazione e dell'azione"" ""Università degli Studi Roma Tre""",1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,www.uniroma3.it,"Scienze Cognitive della Comunicazione e dell'Azione. Link identifier ... Copyright 2026 Università degli studi Roma Tre | C.F./P.I. n. 04400441004 ...",true,true,canonical_normalized,artifacts/runs/SERP_B005/serp/SERP_B005_r004_top10.png,"partial_long_layer_primary_match_only; AI overview visible above result; URL carries 2024-2025 while corresponding target is 2025-2026"
CR040,[auto_on_import],C024,UNI12,SQ02,user_like_institutional,Scienze cognitive della comunicazione e dell'azione Roma Tre,1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,www.uniroma3.it,La scienza cognitiva si occupa dello studio dei processi cognitivi intesi come elaborazioni di informazione da parte di un sistema naturale o artificiale.,true,true,canonical_normalized,artifacts/runs/SERP_B005/serp/SERP_B005_r005_top10.png,"partial_long_layer_primary_match_only; additional official Roma Tre and department results visible below; URL carries 2024-2025 while corresponding target is 2025-2026"
CR040,[auto_on_import],C024,UNI12,SQ03,information_seeking,Scienze cognitive della comunicazione e dell'azione magistrale Roma,1,1,Scienze Cognitive della Comunicazione e dell'Azione,https://www.uniroma3.it/corsi/dipartimento-di-filosofia-comunicazione-e-spettacolo/lm/2024-2025/scienze-cognitive-della-comunicazione-e-dellazione-0580707309300001/,www.uniroma3.it,Il corso di laurea magistrale in Scienze cognitive della comunicazione e dell'azione (LM-92) si propone di formare laureati in grado di sfruttare l'apparato ...,true,true,canonical_normalized,artifacts/runs/SERP_B005/serp/SERP_B005_r006_top10.png,"partial_long_layer_primary_match_only; AI overview visible below result; URL carries 2024-2025 while corresponding target is 2025-2026"
CR040,[auto_on_import],C025,UNI13,SQ01,known_institution,"""Scienze della Comunicazione"" ""Università degli Studi di Palermo""",1,1,2287 - SCIENZE DELLA COMUNICAZIONE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2287,www.unipa.it,"Università degli Studi di Palermo Piazza Marina, 61 90133 - PALERMO Codice Fiscale 80023730825, Partita IVA 00605880822. Contatti Call center studenti 091 ...",true,true,canonical_normalized,artifacts/runs/SERP_B005/serp/SERP_B005_r007_top10.png,"partial_long_layer_primary_match_only; people also ask visible below result; normalized 2287 URL differs from canonical 2447 target"
CR040,[auto_on_import],C025,UNI13,SQ02,user_like_institutional,Scienze della Comunicazione UniPa,3,8,2447 - SCIENZE DELLA COMUNICAZIONE - Piano di Studi,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2447/?pagina=pianodistudi,www.unipa.it,,true,true,canonical_exact,artifacts/runs/SERP_B005/serp/SERP_B005_r008_top10.png,"partial_long_layer_primary_match_only; target exact result starts at bottom of screenshot and snippet is not visible; normalized 2287 result appears at organic rank 1"
CR040,[auto_on_import],C025,UNI13,SQ03,information_seeking,Scienze della Comunicazione triennale Palermo,1,1,2287 - SCIENZE DELLA COMUNICAZIONE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/scienzedellacomunicazione2287,www.unipa.it,"... - SCIENZE DELLA COMUNICAZIONE. ... Citizens' engagement and participation | Ciclo di seminari, workshop, incontri. 31-mar-2025. Palermo | 31 marzo-26 maggio 2025",true,true,canonical_normalized,artifacts/runs/SERP_B005/serp/SERP_B005_r009_top10.png,"partial_long_layer_primary_match_only; AI overview visible above result; normalized 2287 URL differs from canonical 2447 target"
CR040,[auto_on_import],C026,UNI13,SQ01,known_institution,"""Comunicazione del patrimonio culturale"" ""Università degli Studi di Palermo""",1,1,2215 - COMUNICAZIONE DEL PATRIMONIO CULTURALE,https://www.unipa.it/dipartimenti/cultureesocieta/cds/comunicazionedelpatrimonioculturale2215,www.unipa.it,"Comunicazione del patrimonio culturale | il corso in breve. Ascolta. Il ... Università degli Studi di Palermo Piazza Marina, 61 90133 - PALERMO Codice ...",true,true,canonical_exact,artifacts/runs/SERP_B005/serp/SERP_B005_r010_top10.png,"partial_long_layer_primary_match_only; sitelinks visible below result"
