crawl_run_id,serp_observation_id,course_id,university_id,query_template_id,query_type,query_string,organic_rank,absolute_rank,result_title,result_url,result_domain,snippet,is_official_university_domain,matches_target_course,match_type,evidence_capture_path,notes
CR036,[auto_on_import],C002,UNI01,SQ02,user_like_institutional,Semiotica Unibo,1,1,Semiotica - Laurea Magistrale - Bologna,https://corsi.unibo.it/magistrale/semiotica,corsi.unibo.it,"Il Corso forma la figura di specialista in pubbliche relazioni e cura dell'immagine, redattore di testi per la pubblicità, redattore di testi per i media ...",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r002_top10.png,"partial_long_layer_primary_match_only; primi risultati Unibo ripetuti nella schermata"
CR036,[auto_on_import],C002,UNI01,SQ03,information_seeking,Semiotica magistrale Bologna,1,1,Semiotica - Laurea Magistrale - Bologna,https://corsi.unibo.it/magistrale/semiotica,corsi.unibo.it,"Il Corso forma la figura di specialista in pubbliche relazioni e cura dell'immagine, redattore di testi per la pubblicità, redattore di testi per i media ...",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r003_top10.png,"partial_long_layer_primary_match_only; risultati Unibo e AlmaLaurea ripetuti nella schermata"
CR036,[auto_on_import],C003,UNI02,SQ01,known_institution,"""Comunicazione"" ""Università degli Studi di Padova""",1,1,Corso: CORSO DI LAUREA TRIENNALE IN COMUNICAZIONE,https://ssu.elearning.unipd.it/course/view.php?id=17085,ssu.elearning.unipd.it,"Corso di Laurea in Comunicazione. Minimizza tutto Espandi tutto. Seleziona ... Digital Learning e Multimedia - ASIT - Università degli Studi di Padova.",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r004_top10.png,"partial_long_layer_primary_match_only; AI overview visible above result; pagina Moodle del corso"
CR036,[auto_on_import],C003,UNI02,SQ02,user_like_institutional,Comunicazione Unipd,1,1,Corso: CORSO DI LAUREA TRIENNALE IN COMUNICAZIONE,https://ssu.elearning.unipd.it/course/view.php?id=17085,ssu.elearning.unipd.it,"Benvenuti/e alla pagina informativa dedicata agli/ille STUDENTI/ESSE del Corso di laurea in Comunicazione. A seguire le informazioni utili su ORARI E LEZIONI ...",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r005_top10.png,"partial_long_layer_primary_match_only; pagina Instagram del corso visibile come secondo risultato"
CR036,[auto_on_import],C003,UNI02,SQ03,information_seeking,Comunicazione triennale Padova,1,1,Corso: CORSO DI LAUREA TRIENNALE IN COMUNICAZIONE,https://ssu.elearning.unipd.it/course/view.php?id=17085,ssu.elearning.unipd.it,"Benvenuti/e alla pagina informativa dedicata agli/ille STUDENTI/ESSE del Corso di laurea in Comunicazione. A seguire le informazioni utili su ORARI E LEZIONI ...",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r006_top10.png,partial_long_layer_primary_match_only
CR036,[auto_on_import],C004,UNI02,SQ01,known_institution,"""Strategie di comunicazione"" ""Università degli Studi di Padova""",1,1,CORSO DI LAUREA MAGISTRALE IN STRATEGIE DI ...,https://ssu.elearning.unipd.it/course/view.php?id=14893,ssu.elearning.unipd.it,"CORSO DI LAUREA MAGISTRALE IN STRATEGIE DI COMUNICAZIONE - HOME PAGE 2023/24 ... Digital Learning e Multimedia - ASIT - Università degli Studi di Padova.",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r007_top10.png,"partial_long_layer_primary_match_only; AI overview visible below result; pagina Moodle del corso"
CR036,[auto_on_import],C004,UNI02,SQ02,user_like_institutional,Strategie di comunicazione Unipd,1,1,CORSO DI LAUREA MAGISTRALE IN STRATEGIE DI ...,https://ssu.elearning.unipd.it/course/view.php?id=14893,ssu.elearning.unipd.it,CORSO DI LAUREA MAGISTRALE IN STRATEGIE DI COMUNICAZIONE - HOME PAGE 2025/26 ...,true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r008_top10.png,"partial_long_layer_primary_match_only; risultati Moodle ripetuti nella schermata"
CR036,[auto_on_import],C004,UNI02,SQ03,information_seeking,Strategie di comunicazione magistrale Padova,2,2,CORSO DI LAUREA MAGISTRALE IN STRATEGIE DI ...,https://ssu.elearning.unipd.it/course/view.php?id=14893,ssu.elearning.unipd.it,"Il corso di Strategie di Comunicazione prevede 3 differenti stage -STAGE 1: Stage da 6 CFU (150 ore): obbligatorio. -STAGE 2 e 3: stage da 3 CFU (75 ore) ...",true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r009_top10.png,"partial_long_layer_primary_match_only; risultato Unipd visibile a organic rank 1 ma non trascritto come match primario"
CR036,[auto_on_import],C005,UNI03,SQ02,user_like_institutional,Discipline dello spettacolo e della comunicazione UniPi,1,1,Discipline dello Spettacolo e della Comunicazione,https://www.cfs.unipi.it/orientamento-e-didattica/corsi-di-laurea-triennale/discipline-dello-spettacolo-e-della-comunicazione/,www.cfs.unipi.it,Discipline dello Spettacolo e della Comunicazione · Visioni del Sapere: Il Corso di Laurea triennale in Discipline dello Spettacolo e della Comunicazione · News.,true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r011_top10.png,"partial_long_layer_primary_match_only; Course Catalogue UNIPI visibile come secondo risultato equivalente"
CR036,[auto_on_import],C005,UNI03,SQ03,information_seeking,Discipline dello spettacolo e della comunicazione triennale Pisa,1,1,Discipline dello Spettacolo e della Comunicazione,https://www.cfs.unipi.it/orientamento-e-didattica/corsi-di-laurea-triennale/discipline-dello-spettacolo-e-della-comunicazione/,www.cfs.unipi.it,Discipline dello Spettacolo e della Comunicazione · Visioni del Sapere: Il Corso di Laurea triennale in Discipline dello Spettacolo e della Comunicazione · News.,true,true,official_equivalent,artifacts/runs/SERP_B001/serp/SERP_B001_r012_top10.png,"partial_long_layer_primary_match_only; AI overview visible above result"
