"course_id","university_id","source_document_id","indicator_id","indicator_label","priority","trigger_reason","auto_observed","auto_location_type","auto_local_findability","auto_confidence","auto_evidence_text","auto_evidence_url","auto_evidence_selector","auto_evidence_document_type","auto_notes","evidence_artifact_path","rendered_screenshot_path","target_url","reviewer_decision","reviewer_observed","reviewer_location_type","reviewer_local_findability","reviewer_confidence","reviewer_evidence_text","reviewer_evidence_url","reviewer_notes","reviewer_id","reviewed_at"
"C010","UNI05","SD0091","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Sede SIENA","https://www.unisi.it/ugov/degree/82714","div@div","html","","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C010","UNI05","SD0091","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","linked_official_page","one_click","medium","Insegnamenti trasversali","https://www.unisi.it/didattica/insegnamenti-trasversali","a","html","","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C010","UNI05","SD0091","admission_requirements","Access requirements / admission requirements","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","requisiti di accesso","https://www.unisi.it/ugov/degree/82714","body","html","keyword found in page text without structural anchor","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","corrected","present","heading_or_summary","direct","high","Requisiti di accesso (Titoli)","https://www.unisi.it/ugov/degree/82714","auto ev=""requisiti di accesso"" classified ambiguous. Real: field-label div ""Requisiti di accesso (Titoli)"" with numbered list of admission titles in UGOV page.","gaia","2026-05-07T14:01:14+02:00"
"C010","UNI05","SD0091","admission_procedure","Admission or enrolment procedure","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Come iscriversi","https://www.unisi.it/ugov/degree/82714","h2","html","","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C010","UNI05","SD0091","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C010","UNI05","SD0091","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Tutor disponibili INNOCENTI ALESSANDRO LANCIONI TARCISIO MARTI PATRIZIA PRATO ALESSANDRO","https://www.unisi.it/ugov/degree/82714","div@div","html","","artifacts/journeys/J010_C010_strategie-e-tecniche-della-comunicazione/source/SD0091.html","","https://www.unisi.it/ugov/degree/82714","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","[2705L31] SCIENZE DELLA COMUNICAZIONE | Università di Torino","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","title|h1","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","degree_level","Degree level","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","master","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","corrected","present","heading_or_summary","direct","high","Classe di laurea L-20 R - Scienze della comunicazione","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","auto ev=""master"" = FP from unrelated mention. Real: structured summary card ""Classe di laurea L-20 R - Scienze della comunicazione"".","gaia","2026-05-07T14:01:14+02:00"
"C011","UNI06","SD0024","academic_year","Academic year or edition","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","a.a. 2025","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","corrected","present","inline_html","direct","high","a.a. 2025-2026","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","auto classified ambiguous. Real: inline text ""prevede per l'a.a. 2025-2026 un accesso programmato locale (750 posti)"" — course-specific and explicit.","gaia","2026-05-07T14:01:14+02:00"
"C011","UNI06","SD0024","language","Teaching language","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Lingua Italiano","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","span@div","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Sede TORINO","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","span@div","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Insegnamenti","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","h2","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Requisiti di accesso","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","h2","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C011","UNI06","SD0024","admission_procedure","Admission or enrolment procedure","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","graduatoria","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","corrected","present","inline_html","direct","high","Procedere all'iscrizione all'uscita della graduatoria","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","auto ev=""graduatoria"" classified ambiguous. Real: inline bulleted step ""Procedere all'iscrizione all'uscita della graduatoria (data pubblicazione: entro le ore 9:30 del 22/09/2025)"".","gaia","2026-05-07T14:01:14+02:00"
"C011","UNI06","SD0024","deadlines","Application / enrolment deadlines","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","scadenze","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","corrected","present","linked_official_page","one_click","medium","Regole e scadenze — Portale Unito","https://www.unito.it/didattica/iscrizioni-e-trasferimenti/corsi-di-laurea-accesso-programmato","auto classified ambiguous. Real: inline text ""Regole e scadenze sono indicate sul Portale Unito alla voce-> Corsi di laurea triennali ad accesso programmato locale"" with URL.","gaia","2026-05-07T14:01:14+02:00"
"C011","UNI06","SD0024","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CONTATTACI","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","h2","html","","artifacts/journeys/J011_C011_scienze-della-comunicazione/source/SD0024.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","[0507M21] COMUNICAZIONE E CULTURE DEI MEDIA | Università di Torino","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","title|h1","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","degree_level","Degree level","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","laurea magistrale","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","body","html","keyword found in page text without structural anchor","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","corrected","present","heading_or_summary","direct","high","Laurea Magistrale","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","auto ev=""laurea magistrale"" classified ambiguous. Real: page heading ""COMUNICAZIONE E CULTURE DEI MEDIA Laurea Magistrale Home"".","gaia","2026-05-07T14:01:14+02:00"
"C012","UNI06","SD0025","academic_year","Academic year or edition","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","anno accademico","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","body","html","keyword found in page text without structural anchor","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","corrected","not_observed","not_observed","not_found","not_observed","","","auto ev=""anno accademico"" = generic phrase ""per ciascun anno accademico"" (idiomatic, no specific year). No a.a. YYYY/YYYY visible on page.","gaia","2026-05-07T14:01:14+02:00"
"C012","UNI06","SD0025","language","Teaching language","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Lingua Italiano","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","span@div","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Sede TORINO","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","span@div","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Insegnamenti","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","h2","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","admission_requirements","Access requirements / admission requirements","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Requisiti di accesso","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","h2","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C012","UNI06","SD0025","admission_procedure","Admission or enrolment procedure","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","procedura di iscrizione","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","body","html","keyword found in page text without structural anchor","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","corrected","present","inline_html","direct","medium","procedura online di ammissione preliminare","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","auto classified ambiguous. Real: numbered steps ""1. [valutazione] mediante apposita procedura online... 2. Per l'ammissione... è necessaria..."" — partial procedure description.","gaia","2026-05-07T14:01:14+02:00"
"C012","UNI06","SD0025","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C012","UNI06","SD0025","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CONTATTACI","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","h2","html","","artifacts/journeys/J012_C012_comunicazione-e-culture-dei-media/source/SD0025.html","","https://www.unito.it/didattica/offerta-formativa/corsi-di-studio/comunicazione-e-culture-dei-media","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C014","UNI07","SD0029","admission_procedure","Admission or enrolment procedure","essential","confidence=not_observed","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J014_C014_digital-humanities-interactive-systems-and-digital-media/source/SD0029.html","","https://corsi.unige.it/11945","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C015","UNI08","SD0032","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Comunicazione interculturale | Università degli Studi di Milano-Bicocca","https://www.unimib.it/triennale/comunicazione-interculturale","title|h1","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C015","UNI08","SD0032","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Navigazione rapida corso di laurea","https://www.unimib.it/triennale/comunicazione-interculturale","h2","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C015","UNI08","SD0032","academic_year","Academic year or edition","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","a.a. 2026","https://www.unimib.it/triennale/comunicazione-interculturale","body","html","keyword found in page text without structural anchor","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","corrected","present","heading_or_summary","direct","high","A.A. 2026/2027","https://www.unimib.it/triennale/comunicazione-interculturale","auto classified ambiguous. Real: summary card label ""bando di ammissione A.A. 2026/2027 Graduatoria di ammissione Immatricolazione"" — explicit year in admission section.","gaia","2026-05-07T14:01:14+02:00"
"C015","UNI08","SD0032","language","Teaching language","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Italiano","https://www.unimib.it/triennale/comunicazione-interculturale",".lingua-di-erogazione","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C015","UNI08","SD0032","location","Campus / city / location","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C015","UNI08","SD0032","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Corsi di laurea - iscrizioni","https://www.unimib.it/triennale/comunicazione-interculturale",".offerta-formativa","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C015","UNI08","SD0032","admission_requirements","Access requirements / admission requirements","essential","location_type=external_official_portal | course_outlier(missing>=3)","present","external_official_portal","portal_link","medium","test TOLC-SU CISIA","https://www.cisiaonline.it/area-tematica-tolc-studi-umanistici/home-tolc-su/","a","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C015","UNI08","SD0032","admission_procedure","Admission or enrolment procedure","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","bando di ammissione: A.A. 2026/2027","https://www.unimib.it/triennale/comunicazione-interculturale","div>div+div","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:49:47+02:00"
"C015","UNI08","SD0032","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C015","UNI08","SD0032","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","linked_official_page","one_click","medium","Link e Contatti","#link-contatti","a","html","","artifacts/journeys/J015_C015_comunicazione-interculturale/source/SD0032.html","","https://www.unimib.it/triennale/comunicazione-interculturale","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C016","UNI08","SD0033","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Teoria e tecnologia della comunicazione | Università degli Studi di Milano-Bicocca","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","title|h1","html","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C016","UNI08","SD0033","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Navigazione rapida corso di laurea","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","h2","html","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C016","UNI08","SD0033","academic_year","Academic year or edition","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","a.a. 2026","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","corrected","present","heading_or_summary","direct","high","A.A. 2026/2027","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","auto classified ambiguous. Real: section heading ""PROCEDURA DI AMMISSIONE A.A. 2026/2027 ELENCO DEGLI AMMESSI ISCRIZIONE"".","gaia","2026-05-07T14:01:14+02:00"
"C016","UNI08","SD0033","language","Teaching language","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Italiano","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione",".lingua-di-erogazione","html","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C016","UNI08","SD0033","location","Campus / city / location","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C016","UNI08","SD0033","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Corsi di laurea - iscrizioni","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione",".offerta-formativa","html","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C016","UNI08","SD0033","admission_requirements","Access requirements / admission requirements","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C016","UNI08","SD0033","admission_procedure","Admission or enrolment procedure","essential","confidence=low | location_type=ambiguous | course_outlier(missing>=3)","present","ambiguous","unclear","low","procedura di ammissione","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","body","html","keyword found in page text without structural anchor","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","corrected","present","heading_or_summary","direct","high","PROCEDURA DI AMMISSIONE A.A. 2026/2027","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","auto ev=""procedura di ammissione"" classified ambiguous. Real: explicit section heading ""PROCEDURA DI AMMISSIONE A.A. 2026/2027"" with links ""ELENCO DEGLI AMMESSI"" and ""ISCRIZIONE"".","gaia","2026-05-07T14:01:14+02:00"
"C016","UNI08","SD0033","deadlines","Application / enrolment deadlines","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C016","UNI08","SD0033","contacts","Contact / tutor / orientation / course office","essential","course_outlier(missing>=3)","present","linked_official_page","one_click","medium","Link e Contatti","#link-contatti","a","html","","artifacts/journeys/J016_C016_teoria-e-tecnologia-della-comunicazione/source/SD0033.html","","https://www.unimib.it/magistrale/teoria-tecnologia-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:57:16+02:00"
"C018","UNI09","SD0037","deadlines","Application / enrolment deadlines","essential","confidence=low | location_type=ambiguous","present","ambiguous","unclear","low","scadenze","https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda","body","html","keyword found in page text without structural anchor","artifacts/journeys/J018_C018_editoria-culture-della-comunicazione-e-della-moda/source/SD0037.html","","https://www.unimi.it/it/corsi/laurea-magistrale/editoria-culture-della-comunicazione-e-della-moda","corrected","present","linked_official_page","one_click","medium","scadenze — eccm.cdl.unimi.it/it/iscriversi","https://eccm.cdl.unimi.it/it/iscriversi","auto classified ambiguous. Real: inline text ""in base alle scadenze riportate alla pagina: https://eccm.cdl.unimi.it/it/iscriversi"" — course-specific link with explicit deadlines reference.","gaia","2026-05-07T14:01:14+02:00"
"C021","UNI11","SD0044","course_title","Course title","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Scienze della Comunicazione | Home","https://corsi.unisa.it/scienze-della-comunicazione","title|h1","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C021","UNI11","SD0044","degree_level","Degree level","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CORSO DI LAUREA L-20","https://corsi.unisa.it/scienze-della-comunicazione","h4","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C021","UNI11","SD0044","academic_year","Academic year or edition","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C021","UNI11","SD0044","language","Teaching language","essential","confidence=not_observed | course_outlier(missing>=3)","not_observed","not_observed","not_found","not_observed","","","","","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:54:52+02:00"
"C021","UNI11","SD0044","location","Campus / city / location","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","CAMPUS MAP","https://corsi.unisa.it/scienze-della-comunicazione","h3","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","confirmed","","","","","","","","gaia","2026-05-07T13:30:25+02:00"
"C021","UNI11","SD0044","study_plan","Study plan / piano di studi / curriculum / teachings","essential","course_outlier(missing>=3)","present","heading_or_summary","direct","high","Didattica: Didattica D. D. di surroga della rappresentanza studentesca in seno alla CPDS del DISPC","https://corsi.unisa.it/scienze-della-comunicazione","a>span+div","html","","artifacts/journeys/J021_C021_scienze-della-comunicazione/source/SD0044.html","","https://corsi.unisa.it/scienze-della-comunicazione","corrected","present","linked_official_page","one_click","high","Piano di Studi","https://corsi.unisa.it/scienze-della-comunicazione/didattica/piano-di-studi","auto concatenated nav ""Didattica"" label + committee minutes text (D.D. di surroga). Real: explicit ""Piano di Studi"" nav link → dedicated subpage.","gaia","2026-05-07T13:40:03+02:00"
